EW2019;
Amtliches Endergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wähler/-innen;;Ungültige;;Gültige;;Christlich Demokratische Union Deutschlands;;Sozialdemokratische Partei Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;DIE LINKE;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;Freie Demokratische Partei;;FREIE WÄHLER;;Piratenpartei Deutschland;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Nationaldemokratische Partei Deutschlands;;Familien-Partei Deutschlands;;Ökologisch-Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;Bayernpartei;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Partei für Tierschutz – DAS ORIGINAL;;Allianz für Menschenrechte, Tier- und Naturschutz;;Bündnis C - Christen für Deutschland;;Bündnis für Innovation & Gerechtigkeit;;Bündnis Grundeinkommen - Die Grundeinkommenspartei;;Demokratie DIREKT!;;Demokratie in Europa - DiEM25;;DER DRITTE WEG;;Die Grauen – Für alle Generationen;;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;;Die Violetten;;Europäische Partei LIEBE;;Feministische Partei DIE FRAUEN;;Graue Panther;;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;;Menschliche Welt - für das Wohl und Glücklichsein aller;;Neue Liberale – Die Sozialliberalen;;Ökologische Linke;;Partei der Humanisten;;PARTEI FÜR DIE TIERE DEUTSCHLAND;;Partei für Gesundheitsforschung;;Volt Deutschland;;Übrige;;
15083;Börde;15;142547;147327;76206;63238;1665;2382;74541;60856;19072;20303;10302;14529;5605;2216;9456;11356;15221;3274;;;3565;1644;1188;1016;303;716;1288;1070;469;1186;1548;1503;251;105;1428;360;299;407;118;74;95;129;77;105;36;45;473;;506;;83;;38;;154;;97;;157;;45;;222;;165;;66;;123;;292;;223;;83;;117;;30;;74;;105;;415;;464;;288;;;818;
15084;Burgenlandkreis;15;148580;158118;82394;72570;2136;2462;80258;70108;18973;23288;8803;13536;4930;2440;10738;13923;19749;4813;;;3975;1730;1499;1304;353;780;1291;1321;1023;2597;1642;1754;264;144;1379;386;316;469;159;92;99;226;98;115;41;69;473;;466;;109;;57;;168;;183;;153;;76;;238;;223;;67;;149;;288;;284;;134;;166;;45;;81;;93;;491;;702;;280;;;1121;
15085;Harz;15;182756;191721;97792;78141;2355;2534;95437;75607;25440;25794;12593;16852;8723;3168;13851;15235;17111;4123;;;4079;1687;1308;660;416;895;1754;1546;546;1494;1669;1602;339;325;1849;390;302;457;148;82;99;155;92;112;41;62;555;;550;;112;;52;;166;;123;;217;;59;;262;;160;;75;;134;;296;;280;;140;;164;;35;;101;;130;;489;;636;;341;;;968;
15086;Jerichower Land;15;75723;79325;41481;38036;1135;1405;40346;36631;10153;11828;5602;8740;3282;1368;5802;7340;7831;1850;;;1951;934;663;699;152;467;692;658;207;591;737;881;90;89;649;199;130;244;55;49;41;79;30;69;17;31;243;;290;;40;;26;;88;;38;;110;;30;;135;;81;;18;;50;;147;;126;;54;;63;;17;;43;;46;;204;;264;;149;;;515;
15087;Mansfeld-Südharz;15;115994;124226;62291;56178;1754;2231;60537;53947;13623;15139;7345;11422;3195;1510;9239;13396;15312;3284;;;3076;1762;905;964;206;591;1019;1157;458;1346;1139;1301;154;87;970;314;177;359;117;84;88;116;80;99;26;60;455;;311;;50;;38;;133;;107;;94;;42;;169;;135;;52;;77;;228;;212;;86;;93;;17;;50;;56;;327;;482;;194;;;956;
15088;Saalekreis;15;154540;161167;88259;72070;2306;2581;85953;69489;20518;22721;9383;13678;5886;2402;11362;15183;20915;4687;;;5243;2227;1342;1010;362;770;1424;1201;550;1576;1654;1652;215;116;1480;428;318;477;137;97;155;181;102;125;30;56;527;;512;;79;;55;;148;;133;;203;;76;;285;;159;;84;;143;;299;;307;;113;;116;;34;;71;;131;;481;;630;;291;;;902;
15089;Salzlandkreis;15;161192;171435;80658;69598;2206;2607;78452;66991;19223;21427;9814;14474;5326;2120;11589;15733;16992;3559;;;4147;1808;932;728;275;673;1535;1325;523;1632;1429;1314;154;123;1275;358;257;385;120;64;89;140;81;116;44;68;523;;628;;124;;45;;155;;82;;176;;56;;234;;157;;50;;117;;260;;266;;81;;111;;40;;48;;122;;525;;536;;311;;;944;
15090;Stendal;15;93514;97915;50842;41907;1044;1403;49798;40504;11632;13134;6939;9183;4103;1610;7543;8890;9638;2132;;;2430;922;785;380;192;528;802;666;266;833;1065;897;143;77;904;219;223;234;65;51;66;80;57;44;35;36;266;;267;;107;;38;;137;;60;;125;;29;;163;;92;;46;;87;;160;;180;;74;;80;;39;;54;;62;;253;;388;;203;;;588;
15091;Wittenberg;15;106738;112612;61436;52604;1520;1899;59916;50705;14789;16111;7144;10080;4088;1696;7727;10787;13075;3369;;;2445;1224;3273;1857;264;618;912;844;551;1416;911;987;134;104;1089;281;167;242;104;58;72;95;67;76;33;48;287;;297;;83;;28;;141;;88;;103;;60;;172;;94;;49;;86;;178;;154;;82;;78;;24;;46;;56;;326;;411;;228;;;812;
15;Sachsen-Anhalt;99;1826337;1916865;998358;824614;22844;26609;975514;798005;226438;245010;122443;173082;89345;38485;140082;174103;198684;50605;;;47742;21007;16876;11272;4395;10078;16886;14368;6219;16758;17011;16389;3169;1784;22385;5416;3226;4633;1410;860;1263;1722;1167;1390;434;646;5509;;6047;;1203;;573;;2086;;1363;;2909;;692;;3080;;1738;;786;;1407;;3144;;3192;;1462;;1536;;508;;1173;;1607;;5049;;6648;;4627;;;10397;
;
16051;Erfurt, Stadt;16;165659;167978;100627;80621;1454;1513;99173;79108;19565;19500;12137;17183;14638;7121;15662;18993;16672;5731;;;4678;1627;1785;982;983;1482;1435;1116;312;1867;1051;867;640;327;4014;1026;232;335;66;34;119;121;241;117;16;25;289;;239;;275;;42;;265;;316;;392;;287;;276;;79;;71;;125;;222;;266;;139;;154;;58;;136;;173;;234;;262;;627;;;654;
16052;Gera, Stadt;16;76771;81727;43578;35553;702;837;42876;34716;7806;9111;3961;5638;3048;1490;7421;10258;12698;3875;;;1855;617;668;299;199;514;556;481;328;991;557;535;174;69;1361;224;115;210;47;19;65;67;72;39;14;12;144;;127;;44;;17;;91;;109;;93;;65;;137;;59;;26;;66;;128;;143;;40;;81;;32;;28;;48;;116;;189;;148;;;267;
16053;Jena, Stadt;16;82364;84679;53518;44245;575;583;52943;43662;8324;9078;6368;9276;10779;5581;8292;10652;6738;2968;;;3444;1288;633;319;494;1467;636;469;123;434;419;377;425;371;2846;671;94;158;56;18;58;116;125;34;15;15;90;;113;;76;;25;;127;;96;;408;;32;;132;;33;;62;;48;;98;;121;;77;;73;;46;;251;;196;;97;;226;;647;;;370;
16054;Suhl, Stadt;16;30717;33385;17351;15066;292;354;17059;14712;4240;3591;1942;2627;1425;611;3333;4912;3146;1157;;;553;259;533;330;78;107;215;217;95;281;199;206;89;37;301;81;47;89;30;11;39;31;33;24;7;7;60;;48;;27;;9;;51;;45;;35;;10;;42;;38;;22;;14;;27;;59;;29;;26;;4;;20;;26;;41;;72;;49;;;134;
16055;Weimar, Stadt;16;49921;50930;31460;25440;403;457;31057;24983;6223;6538;3556;4896;6027;3408;4675;5358;4350;1414;;;1278;593;328;183;297;618;455;320;197;487;331;285;183;123;1261;364;59;125;32;11;40;33;66;35;5;11;66;;81;;79;;7;;103;;64;;252;;26;;72;;33;;31;;42;;82;;77;;33;;53;;21;;62;;70;;91;;107;;242;;;181;
16056;Eisenach, Stadt;16;33008;34353;19656;17736;315;319;19341;17417;3873;5046;2436;3389;1999;1053;2877;4337;3874;879;;;833;255;219;119;113;310;305;250;883;958;243;238;92;79;510;127;53;133;24;10;24;27;64;63;7;5;57;;65;;35;;12;;96;;43;;44;;6;;65;;29;;13;;22;;48;;61;;18;;52;;8;;12;;38;;52;;66;;70;;;139;
16061;Eichsfeld;16;80973;83965;53326;48132;935;1208;52391;46924;21896;23869;4317;6300;3852;1653;3782;5434;9786;2775;;;2226;842;1516;1425;202;333;495;428;674;1535;848;764;438;739;643;138;107;197;56;29;22;23;36;32;6;16;91;;122;;59;;12;;70;;55;;58;;5;;112;;34;;36;;59;;97;;110;;39;;42;;14;;15;;44;;87;;180;;148;;;392;
16062;Nordhausen;16;69807;72675;41083;35305;793;962;40290;34343;9332;10317;5373;7403;3015;1435;6489;8526;8992;1901;;;1799;828;509;462;160;354;619;476;414;1151;614;542;151;111;745;186;126;192;32;13;41;45;106;38;10;16;145;;138;;66;;11;;193;;67;;65;;24;;119;;41;;22;;56;;116;;110;;28;;58;;2;;22;;33;;135;;173;;139;;;347;
16063;Wartburgkreis;16;98890;104301;61886;56774;1348;1680;60538;55094;16902;19326;6564;10742;3966;1904;7787;11007;13890;3460;;;2320;869;2347;1522;248;580;781;650;1042;2592;872;937;206;111;933;254;149;276;72;27;49;48;128;107;12;34;165;;192;;69;;10;;137;;120;;83;;23;;143;;79;;50;;61;;160;;131;;32;;89;;16;;40;;62;;189;;234;;185;;;648;
16064;Unstrut-Hainich-Kreis;16;84351;88204;50181;43760;1072;1302;49109;42458;13180;14641;5844;8400;3402;1595;6073;8943;11351;2607;;;2199;964;1831;918;215;453;656;560;324;1414;819;741;186;162;791;209;126;241;66;12;48;44;85;45;18;28;137;;181;;47;;14;;112;;98;;68;;25;;124;;54;;44;;68;;116;;131;;32;;76;;13;;17;;47;;152;;190;;149;;;481;
16065;Kyffhäuserkreis;16;63063;66767;37495;34500;1049;1164;36446;33336;8740;10381;4903;6789;1707;916;5896;8605;8471;1636;;;1340;638;919;357;172;380;556;484;751;1686;547;601;120;40;503;161;110;188;45;18;45;40;60;68;9;13;147;;137;;29;;18;;84;;87;;42;;15;;104;;54;;28;;67;;90;;85;;34;;64;;4;;23;;49;;151;;142;;98;;;335;
16066;Schmalkalden-Meiningen;16;104437;110551;63883;57607;1456;1757;62427;55850;16264;18773;8279;10905;4357;2219;8222;11971;13895;3728;;;2463;1118;1787;1317;333;621;885;777;498;1703;984;1238;245;137;1064;232;177;271;102;40;72;72;109;51;12;13;193;;206;;157;;21;;109;;177;;122;;29;;170;;127;;54;;82;;172;;149;;70;;111;;18;;50;;74;;185;;225;;178;;;664;
16067;Gotha;16;107910;112936;64599;58637;1409;1705;63190;56932;15260;18236;8949;11737;4762;2327;7840;11325;14385;4272;;;2462;1047;1721;1180;437;1025;890;824;644;2348;928;948;255;120;1378;419;169;329;73;24;47;47;108;83;20;29;229;;183;;91;;24;;130;;155;;105;;91;;188;;107;;54;;93;;188;;166;;74;;112;;28;;48;;77;;251;;239;;229;;;612;
16068;Sömmerda;16;57450;59940;35151;32190;828;1121;34323;31069;9493;11073;3093;4623;2087;1031;4687;6981;8493;2106;;;1501;743;759;788;174;400;531;480;443;1426;599;583;110;49;631;178;104;178;39;20;34;33;61;35;7;16;114;;120;;24;;22;;85;;88;;44;;36;;108;;59;;26;;64;;89;;89;;26;;54;;15;;15;;40;;137;;120;;102;;;326;
16069;Hildburghausen;16;52476;55364;33914;29043;719;849;33195;28194;8528;9292;3325;4941;1855;888;4660;6789;8030;1851;;;1080;449;1673;928;164;329;445;446;303;800;554;658;243;59;590;126;113;146;76;25;60;34;56;32;10;12;105;;123;;46;;10;;48;;89;;40;;27;;101;;76;;43;;43;;113;;68;;36;;64;;16;;24;;26;;110;;117;;105;;;389;
16070;Ilm-Kreis;16;85619;89599;54305;47319;1113;1543;53192;45776;12000;13324;5426;8117;4465;2141;7262;10956;13419;4515;;;2229;838;1399;1141;352;677;795;714;376;1297;781;727;235;81;1519;347;162;245;53;34;44;59;120;63;6;15;163;;177;;77;;19;;151;;180;;117;;54;;160;;87;;56;;78;;156;;164;;70;;100;;29;;31;;91;;201;;170;;218;;;485;
16071;Weimarer Land;16;66547;68439;43772;38718;919;1143;42853;37575;11837;13206;3720;5962;3236;1760;4960;7602;10449;2797;;;1959;823;1370;1041;223;565;640;621;521;1416;690;677;144;81;828;208;129;210;54;23;37;58;73;49;6;46;142;;128;;54;;16;;100;;90;;77;;57;;164;;69;;36;;64;;121;;148;;64;;55;;16;;42;;81;;162;;144;;147;;;430;
16072;Sonneberg;16;48378;51674;27807;24489;524;855;27283;23634;7146;7607;2596;3952;1696;756;4045;6131;7206;1616;;;889;504;407;325;110;268;389;353;267;886;316;434;234;78;583;128;54;138;70;30;36;43;97;85;11;12;124;;75;;42;;8;;46;;52;;41;;30;;94;;42;;30;;51;;71;;65;;19;;34;;3;;16;;33;;110;;73;;72;;;288;
16073;Saalfeld-Rudolstadt;16;88342;93580;53882;47555;1034;1405;52848;46150;12180;13745;5596;7823;3328;1862;6817;10533;14592;4107;;;2422;1138;1355;897;273;652;780;774;485;2128;818;920;217;117;1176;302;193;357;55;31;58;83;132;54;9;29;188;;171;;62;;29;;101;;127;;91;;67;;178;;89;;53;;99;;159;;156;;68;;112;;15;;34;;49;;171;;181;;162;;;598;
16074;Saale-Holzland-Kreis;16;68278;70654;45101;41321;1003;1171;44098;40150;11366;13017;3966;6069;3183;1701;6282;9245;10210;3920;;;2310;972;1013;635;225;508;798;572;326;1491;796;799;211;111;877;199;170;241;86;33;48;48;89;50;11;66;153;;137;;62;;33;;119;;108;;94;;59;;135;;87;;28;;70;;134;;116;;56;;114;;17;;44;;67;;134;;185;;179;;;473;
16075;Saale-Orla-Kreis;16;67029;71195;42514;38529;884;1181;41630;37348;10429;12074;3791;6263;2253;1313;5713;8772;11264;3114;;;1946;849;1136;649;185;446;605;604;297;1211;825;742;216;105;718;171;122;259;75;23;58;75;76;54;5;17;161;;99;;92;;13;;84;;99;;66;;53;;134;;79;;52;;68;;136;;126;;45;;78;;19;;29;;37;;139;;162;;145;;;607;
16076;Greiz;16;82940;88102;53197;48740;1139;1551;52058;47189;14559;16510;4859;7660;3031;1604;6427;9941;13297;4559;;;2288;1050;999;684;244;486;866;745;375;1686;978;895;195;112;934;241;152;254;111;42;48;53;80;46;10;27;216;;175;;120;;26;;146;;126;;96;;64;;164;;88;;46;;104;;166;;158;;80;;104;;24;;36;;48;;193;;254;;171;;;594;
16077;Altenburger Land;16;75936;80935;42954;39093;1053;1436;41901;37657;10674;12448;4582;7121;2298;1063;5664;8492;11371;3023;;;1641;845;587;347;185;404;678;656;325;1237;751;778;135;56;703;192;133;246;51;13;51;48;67;52;16;34;160;;129;;92;;17;;73;;85;;57;;68;;138;;112;;36;;68;;149;;140;;58;;69;;12;;34;;44;;175;;153;;120;;;602;
16;Thüringen;99;1740866;1821933;1071240;940373;21019;26096;1050221;914277;259817;290703;115583;167816;90409;45432;144866;205763;236579;68011;;;45715;19156;25494;16848;6066;12979;15011;13017;10003;31025;15520;15492;5144;3275;24909;6184;2896;5018;1371;540;1143;1248;2084;1256;242;498;3339;;3166;;1725;;415;;2521;;2476;;2490;;1153;;3060;;1555;;919;;1512;;2838;;2839;;1167;;1775;;430;;1029;;1453;;3313;;3864;;4330;;;10016;
;
99;Bundesgebiet;;61600263;61998824;37807746;29843798;410857;488706;37396889;29355092;8438975;8812653;5916882;8003628;7677071;3139274;2056049;2168455;4104453;2070014;2355067;1567448;2028594;986841;806703;428800;243302;425044;542226;366598;101011;301139;273828;202803;369869;185244;899079;184709;58400;88535;81880;62438;20396;25147;18342;18198;5283;8924;99780;;68572;;66327;;68647;;40818;;25449;;130229;;12756;;71295;;24598;;27784;;33160;;55293;;76255;;43961;;34470;;15909;;35796;;62604;;85809;;70869;;249098;;;309200;
